CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Certificate,Institution and Program,OKAN,Okanagan College,03,Business and Management,Administrative Assistant Certificate,83,0.653543307,27,-2,-1,0.963414634,0.975308642,0.8875,0.853658537,0.888888889,0.814814815,0.911392405,0.87804878,0.915662651,-6,0.776119403,0.823529412,0.882352941,0.963855422,0.819277108,0.15,16.5,0.120481928,,
Certificate,Institution and Program,OKAN,Okanagan College,04,Health,Pharmacy Technician Certificate,18,0.580645161,24.5,-2,-1,0.944444444,0.714285714,0.866666667,0.722222222,0.888888889,0.882352941,0.875,1,0.833333333,0,-9,0.875,0.9375,0.944444444,-11,-12,15,0.117647059,,
Certificate,Institution and Program,OKAN,Okanagan College,04,Health,Health Care Assistant Certificate,171,0.497093023,30,0.888235294,0.111764706,0.976608187,0.869281046,0.93125,0.970760234,0.952662722,0.935294118,0.915151515,0.97005988,0.964912281,-3,0.875968992,0.954545455,0.974193548,0.935294118,0.911764706,-3,19.29,0.087719298,,
Certificate,Institution and Program,OKAN,Okanagan College,04,Health,Nursing Unit Assistant Certificate,64,0.507936508,26.5,1,0,0.790322581,0.68,0.666666667,0.774193548,0.714285714,0.677419355,0.783333333,0.888888889,0.78125,-6,-9,0.8,0.818181818,0.952380952,-11,-12,21.65,0.0625,,
Certificate,Institution and Program,OKAN,Okanagan College,04,Health,Certified Dental Assistant Certificate,33,0.492537313,22,1,0,0.939393939,0.565217391,0.884615385,0.8125,0.84375,0.75,0.84375,0.9375,0.909090909,0,-9,0.935483871,0.935483871,0.96969697,-11,-12,20.5,0.121212121,,
Certificate,Institution and Program,OKAN,Okanagan College,04,Health,Medical Device Reprocessing Technician Certificate,48,0.607594937,31,-2,-1,0.872340426,0.666666667,0.7,0.765957447,0.875,0.75,0.795454545,0.916666667,0.833333333,0,-9,0.840909091,0.863636364,0.97826087,-11,-12,22.29,0.0625,,
Certificate,Institution and Program,OKAN,Okanagan College,05,Engineering and Applied Sciences,Viticulture Certificate,31,0.62,34,0.451612903,0.548387097,0.870967742,0.473684211,0.681818182,0.851851852,0.935483871,0.678571429,0.821428571,0.857142857,0.870967742,-6,-9,0.769230769,0.807692308,0.838709677,-11,0,15.5,0.225806452,,
Certificate,Institution and Program,OKAN,Okanagan College,05,Engineering and Applied Sciences,Winery Assistant Certificate,18,0.692307692,41,-2,-1,0.944444444,1,0.714285714,0.714285714,1,0.75,0.9375,1,0.944444444,-6,-9,0.8,0.733333333,0.941176471,-11,-12,17,0.117647059,,
Certificate,Institution and Program,OKAN,Okanagan College,06,Education,Education Assistant Certificate,221,0.619047619,38,0.936073059,0.063926941,0.900452489,0.757062147,0.836734694,0.899543379,0.873831776,0.838709677,0.859903382,0.853080569,0.940639269,-3,0.519774011,0.910447761,0.89,0.968181818,0.918181818,0.051643192,22.3,0.095890411,,
Certificate,Institution and Program,OKAN,Okanagan College,07,Human and Social Services,Legal Administrative Assistant Certificate,29,0.659090909,26,-2,-1,0.896551724,0.862068966,0.846153846,0.928571429,0.862068966,0.851851852,0.928571429,0.931034483,0.793103448,-6,-9,0.884615385,0.88,1,-11,-12,16.5,0.034482759,,
Certificate,Institution and Program,DOUG,Douglas College,06,Education,Disability & Applied Behavioural Analysis - Advanced,32,0.507936508,32.5,-2,-1,0.96875,0.689655172,0.870967742,0.84375,0.875,0.833333333,0.870967742,1,0.9375,-6,-9,0.896551724,0.931034483,0.90625,-11,0,25,0.625,,
Certificate,Institution and Program,DOUG,Douglas College,07,Human and Social Services,Behaviour Intervention,25,0.609756098,41,-2,-1,0.96,0.681818182,0.761904762,0.833333333,0.833333333,0.833333333,0.875,0.92,0.96,-6,-9,0.96,0.96,1,1,0,19.5,0.44,,
Certificate,Institution and Program,DOUG,Douglas College,07,Human and Social Services,Legal Administrative Assistant,68,0.377777778,24,-2,-1,0.970588235,0.893939394,0.776119403,0.776119403,0.833333333,0.707692308,0.880597015,0.941176471,1,-6,-9,0.870967742,0.857142857,0.985074627,-11,-12,19.5,0.191176471,,
Certificate,Institution and Program,DOUG,Douglas College,08,Visual and Performing Arts,Music Technology,12,0.6,20.5,-1,-5,1,1,1,0.833333333,0.833333333,0.727272727,0.916666667,1,1,0,-99,0.333333333,0.555555556,0.916666667,-11,-12,-99,0.25,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,04,Health,Community Care Licensing Officer,10,0.833333333,43,1,0,1,0.9,0.7,0.9,1,1,1,1,1,-99,-99,0.888888889,1,1,-11,-12,-99,0.4,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,04,Health,Primary Care Paramedic Certificate,438,0.577075099,26,0.420091324,0.579908676,0.852873563,0.538057743,0.798053528,0.896073903,0.91954023,0.857142857,0.708920188,0.801385681,0.928735632,0.028915663,0.891176471,0.815347722,0.870813397,0.988505747,0.961009174,0.025581395,23.79,0.360091743,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Basic Fire Fighting,88,0.505747126,39,-1,-5,0.943181818,0.563636364,0.616666667,0.87654321,0.927710843,0.891566265,0.84,0.87012987,0.988095238,0.203125,-9,0.318181818,0.545454545,0.790697674,0.76744186,-12,25,0.613636364,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Emergency Management,16,0.592592593,48,-1,-5,0.933333333,0.615384615,0.571428571,0.75,0.8125,0.733333333,0.866666667,0.866666667,0.875,-6,1,0.785714286,0.846153846,1,-11,-12,-99,0.5,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,BC Fire Fighter I & II,349,0.478737997,37,0.080229226,0.919770774,0.965014577,0.546218487,0.703846154,0.912772586,0.908011869,0.867692308,0.811320755,0.821316614,0.970326409,0.127659574,-4,0.372727273,0.609090909,0.973837209,0.95942029,-3,30.985,0.591954023,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Fire Officer Certificate,47,0.701492537,48,-1,-5,0.933333333,0.914893617,0.512820513,0.914893617,0.85106383,0.957446809,0.872340426,0.893617021,0.977777778,-6,1,0.977272727,0.954545455,0.957446809,-11,-12,50,0.659574468,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Sheriff Recruit Training,31,0.449275362,32,-1,-5,1,0.785714286,0.851851852,0.967741935,0.935483871,0.967741935,0.833333333,0.827586207,1,0,1,1,0.967741935,1,1,0,27.98,0.275862069,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,BC Police Recruit Training,116,0.368253968,30,0.310344828,0.689655172,0.853448276,0.54954955,0.837837838,0.866071429,0.877192982,0.903508772,0.579439252,0.75862069,0.974137931,0,1,0.982608696,0.982758621,1,1,0,35,0.192982456,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Career Fire Fighter Pre-Employment Certificate,27,0.421875,28,-1,-5,0.888888889,0.5,0.826086957,0.96,1,0.96,0.814814815,0.888888889,0.962962963,-6,-9,0.4,0.4,1,-11,-12,25,0.592592593,,
Certificate,Institution and Program,JIBC,Justice Institute of BC,07,Human and Social Services,Tactical Criminal Analysis Graduate Certificate,16,0.727272727,31,-2,-1,1,0.9375,0.875,0.933333333,1,0.9375,0.9375,1,1,0,1,0.769230769,0.769230769,1,-11,-12,35.725,0.5,,
Certificate,Institution and Program,LANG,Langara College,01,Arts and Sciences,Journalism,33,0.717391304,27,0.666666667,0.333333333,0.909090909,0.939393939,0.65625,0.848484848,0.878787879,0.8125,0.84375,0.90625,0.939393939,-6,-9,0.772727273,0.818181818,0.939393939,0.666666667,-12,21.625,0.060606061,,
Certificate,Institution and Program,LANG,Langara College,04,Health,Health Sciences,19,0.422222222,20,-2,-1,0.833333333,0.888888889,0.722222222,0.789473684,0.684210526,0.736842105,0.631578947,0.684210526,0.888888889,0,-8,0.076923077,0.384615385,0.684210526,-11,0,13.875,0.789473684,,
Certificate,Institution and Program,LANG,Langara College,04,Health,"Nursing, Post-Degree",30,0.625,26.5,-2,-1,0.928571429,0.966666667,0.965517241,0.965517241,0.933333333,0.793103448,0.9,0.8,0.933333333,0,-9,0.518518519,0.814814815,0.966666667,-11,-12,15,0.1,,
Certificate,Institution and Program,LANG,Langara College,05,Engineering and Applied Sciences,Engineering,28,0.608695652,21.5,-1,-5,0.928571429,0.740740741,0.642857143,0.964285714,1,0.928571429,0.928571429,0.928571429,1,-99,-99,0.5,0.5,0.185185185,-10,-99,-99,0.964285714,,
Certificate,Institution and Program,LANG,Langara College,06,Education,Education Assistant,46,0.647887324,36.5,-2,-1,0.97826087,0.9,0.976190476,1,1,0.956521739,0.909090909,1,1,-6,-9,0.976190476,0.976190476,0.956521739,-11,-12,27,0.195652174,,
Certificate,Institution and Program,LANG,Langara College,07,Human and Social Services,Social Services Worker,19,0.558823529,28,-2,-1,1,1,1,0.894736842,1,1,0.833333333,1,1,0,-9,0.833333333,0.916666667,0.789473684,-11,-12,-99,0.631578947,,
Certificate,Institution and Program,LANG,Langara College,07,Human and Social Services,Early Childhood Education (Special Ed.),19,0.513513514,29,1,0,1,0.882352941,1,1,1,0.944444444,0.947368421,1,1,0,1,0.944444444,1,0.947368421,-11,0,20,0.210526316,,
Certificate,Institution and Program,LANG,Langara College,08,Visual and Performing Arts,Film Arts - Acting,14,0.7,24.5,-2,-1,0.857142857,1,1,1,0.928571429,0.857142857,0.857142857,0.923076923,1,-6,-9,0.571428571,0.714285714,1,1,0,-99,0.384615385,,
Certificate,Institution and Program,LANG,Langara College,08,Visual and Performing Arts,Film Arts - Directing,12,0.705882353,25,-1,-5,0.916666667,0.833333333,1,1,0.916666667,0.916666667,0.833333333,1,1,-99,-99,0.571428571,0.857142857,0.818181818,-11,-99,-99,0.5,,
Certificate,Institution and Program,NVIT,Nicola Valley Institute of Technology,03,Business and Management,Office Administration Certificate,42,0.666666667,33,-2,-1,0.952380952,0.952380952,0.928571429,0.976190476,0.976190476,0.976190476,0.926829268,0.976190476,1,-6,-9,0.857142857,0.892857143,0.880952381,0.666666667,-12,15.55,0.214285714,,
Certificate,Institution and Program,NVIT,Nicola Valley Institute of Technology,04,Health,Health Care Assistant Certificate,26,0.634146341,27,-2,-1,0.961538462,0.961538462,0.96,0.961538462,1,0.92,0.961538462,1,0.961538462,0,-9,1,1,0.96,-11,-12,17.97,0.192307692,,
Diploma,All Institutions,All Institutions,All Institutions,All CIP Clusters,All CIP Clusters,All Programs,16631,0.530291435,25,0.540566548,0.459433452,0.923398836,0.85035019,0.832291401,0.894598236,0.90956151,0.862410908,0.885612483,0.912735122,0.942762164,0.048015414,0.802715243,0.731847868,0.822433519,0.875038417,0.794731399,0.082396741,20,0.393303922,,
Diploma,Institution,CAM,Camosun College,All CIP Clusters,All CIP Clusters,All Programs,1601,0.552831492,25,0.556527171,0.443472829,0.907663317,0.804536358,0.786146604,0.883248731,0.917713568,0.853110969,0.856870229,0.909611712,0.920376176,0.037918871,0.742574257,0.722711268,0.806394316,0.794740218,0.718336484,0.079903148,20,0.510664994,,
Diploma,Institution and Program Area,CMTN,Coast Mountain College (formerly Northwest Community College),03,Business and Management,All Programs,17,0.548387097,25,-2,-1,1,0.933333333,0.714285714,0.941176471,0.882352941,0.933333333,0.941176471,0.9375,1,0,-99,0.6,0.7,0.8,-11,-12,-99,0.4375,,
Diploma,Institution and Program Area,COTR,College of the Rockies,03,Business and Management,All Programs,68,0.635514019,25.5,0.661764706,0.338235294,0.897058824,0.941176471,0.897058824,0.895522388,0.867647059,0.805970149,0.926470588,0.940298507,0.926470588,-6,-9,0.803921569,0.921568627,0.865671642,0.76119403,-12,19.04,0.338235294,,
Diploma,Institution and Program Area,COTR,College of the Rockies,04,Health,All Programs,39,0.709090909,26,-2,-1,0.894736842,0.717948718,0.842105263,0.871794872,0.923076923,0.710526316,0.769230769,0.868421053,0.897435897,-6,-9,0.941176471,0.941176471,1,-11,-12,25.23,0.076923077,,
Diploma,Institution and Program Area,COTR,College of the Rockies,06,Education,All Programs,14,0.933333333,33,1,0,0.928571429,0.928571429,0.615384615,0.928571429,0.928571429,0.785714286,0.928571429,0.928571429,1,0,-9,0.857142857,0.857142857,1,1,0,22,0.357142857,,
Diploma,Institution and Program Area,COTR,College of the Rockies,07,Human and Social Services,All Programs,100,0.598802395,28,0.75,0.25,0.949494949,0.903225806,0.855555556,0.908163265,0.929292929,0.857142857,0.897959184,0.916666667,0.98,-6,0.833333333,0.781609195,0.91954023,0.898989899,0.878787879,-12,18.125,0.285714286,,
Diploma,Institution and Program Area,DOUG,Douglas College,01,Arts and Sciences,All Programs,717,0.387987013,23,0.553695955,0.446304045,0.933615819,0.878832117,0.827844311,0.84057971,0.917142857,0.805925926,0.86618705,0.919191919,0.964838256,0.067193676,0.55210643,0.40077821,0.616600791,0.809182209,0.729461756,0.086879433,15.5,0.640953717,,
Diploma,Institution and Program Area,DOUG,Douglas College,03,Business and Management,All Programs,680,0.433673469,25,0.567647059,0.432352941,0.907600596,0.850609756,0.842424242,0.840536513,0.853949329,0.84186747,0.878012048,0.893233083,0.936390533,0.033707865,0.844680851,0.690875233,0.810055866,0.898484848,0.807174888,0.089376054,17,0.429850746,,
Diploma,Institution and Program Area,DOUG,Douglas College,04,Health,All Programs,167,0.538709677,29,0.850299401,0.149700599,0.909638554,0.74,0.802547771,0.921212121,0.884848485,0.861445783,0.87654321,0.902439024,0.927710843,0,0.839160839,0.923076923,0.961290323,0.975757576,-4,-3,20,0.187878788,,
Diploma,Institution and Program Area,DOUG,Douglas College,05,Engineering and Applied Sciences,All Programs,165,0.51242236,25,0.278787879,0.721212121,0.846625767,0.765517241,0.673333333,0.852760736,0.890243902,0.883435583,0.895705521,0.870967742,0.890909091,0,0.829787234,0.594339623,0.638095238,0.847133758,0.664596273,0.195488722,16,0.327272727,,
Diploma,Institution and Program Area,DOUG,Douglas College,06,Education,All Programs,161,0.49691358,27,0.894409938,0.105590062,0.919254658,0.852112676,0.856164384,0.93081761,0.94375,0.888888889,0.918367347,0.922580645,0.962732919,-3,0.819548872,0.933774834,0.927152318,0.96875,-4,-3,20,0.254658385,,
Diploma,Institution and Program Area,DOUG,Douglas College,07,Human and Social Services,All Programs,336,0.49851632,23,0.595238095,0.404761905,0.94011976,0.875,0.896024465,0.951951952,0.927492447,0.917933131,0.888554217,0.948640483,0.976190476,0.051851852,0.550420168,0.637037037,0.771535581,0.872727273,0.811377246,0.059027778,18,0.679640719,,
Diploma,Institution and Program Area,DOUG,Douglas College,08,Visual and Performing Arts,All Programs,88,0.50867052,21.5,0.534090909,0.465909091,0.850574713,0.661764706,0.792207792,0.905882353,0.860465116,0.823529412,0.88372093,0.872093023,0.920454545,-6,0.545454545,0.389830508,0.694915254,0.833333333,0.686046512,0.157142857,14.43,0.545454545,,
Diploma,Institution and Program Area,JIBC,Justice Institute of BC,04,Health,All Programs,50,0.769230769,32,0.26,0.74,0.84,0.520833333,0.6875,0.84,0.92,0.612244898,0.82,0.78,0.8,0,-9,1,0.94,1,1,0,34.105,0.204081633,,
Diploma,Institution and Program Area,JIBC,Justice Institute of BC,07,Human and Social Services,All Programs,216,0.529411765,22,0.287037037,0.712962963,0.944186047,0.958333333,0.938388626,0.934883721,0.96744186,0.944186047,0.867924528,0.925581395,0.981395349,-3,0.74137931,0.718592965,0.878172589,0.971830986,0.929906542,-3,18,0.430555556,,
Diploma,Institution and Program Area,LANG,Langara College,01,Arts and Sciences,All Programs,402,0.375,23,0.624378109,0.375621891,0.951530612,0.888601036,0.793565684,0.802666667,0.884020619,0.821621622,0.866141732,0.895408163,0.972222222,0.069672131,0.572139303,0.33877551,0.582644628,0.710182768,0.626598465,0.099264706,15.5,0.6725,,
Diploma,Institution and Program Area,LANG,Langara College,03,Business and Management,All Programs,272,0.48312611,25,0.507352941,0.492647059,0.890566038,0.824902724,0.867924528,0.845283019,0.839552239,0.770676692,0.874074074,0.887218045,0.911111111,0.075117371,0.893617021,0.626168224,0.757009346,0.891385768,0.798507463,0.100840336,16.84,0.306273063,,
Diploma,Institution and Program Area,LANG,Langara College,04,Health,All Programs,95,0.572289157,26,0.789473684,0.210526316,0.946808511,0.880434783,0.857142857,0.967032967,0.936170213,0.898876404,0.923913043,0.946236559,0.957446809,-6,0.708333333,0.578313253,0.75308642,0.903225806,0.882978723,-12,17,0.287234043,,
Diploma,Institution and Program Area,LANG,Langara College,05,Engineering and Applied Sciences,All Programs,83,0.614814815,27,0.445783133,0.554216867,0.855421687,0.865853659,0.85,0.86746988,0.902439024,0.819277108,0.914634146,0.915662651,0.927710843,-6,-9,0.53125,0.761904762,0.87804878,0.780487805,-12,19,0.301204819,,
Diploma,Institution and Program Area,LANG,Langara College,06,Education,All Programs,121,0.761006289,33,0.826446281,0.173553719,0.915966387,0.824561404,0.644230769,0.872881356,0.858333333,0.793103448,0.882352941,0.932773109,0.975206612,-3,0.67,0.871559633,0.925233645,0.966386555,0.908333333,-3,23.365,0.132231405,,
Diploma,Institution and Program Area,LANG,Langara College,07,Human and Social Services,All Programs,369,0.447272727,24,0.579945799,0.420054201,0.931318681,0.808695652,0.76504298,0.888579387,0.870879121,0.818181818,0.856749311,0.917808219,0.975274725,0.06440678,0.565384615,0.605442177,0.689419795,0.872222222,0.80653951,0.057324841,18.48,0.648501362,,
Diploma,Institution and Program Area,LANG,Langara College,08,Visual and Performing Arts,All Programs,187,0.558208955,23,0.721925134,0.278074866,0.935135135,0.792857143,0.83908046,0.955555556,0.945355191,0.90960452,0.935135135,0.92,0.962566845,0.186567164,0.651376147,0.582089552,0.729323308,0.851648352,0.735135135,0.122580645,15,0.456989247,,
Diploma,Institution and Program Area,NVIT,Nicola Valley Institute of Technology,04,Health,All Programs,27,0.818181818,40,-2,-1,1,0.961538462,0.962962963,0.961538462,0.961538462,1,0.962962963,1,1,0,-9,0.956521739,0.956521739,0.888888889,-11,-12,23,0.555555556,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Environmental Technology,25,0.555555556,27,0.6,0.4,1,1,1,1,0.88,1,0.88,0.92,1,-6,-9,0.5625,0.625,0.75,-11,-12,23,0.52,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Civil Engineering Technology,55,0.55,26,0.290909091,0.709090909,0.909090909,0.867924528,0.833333333,0.962962963,0.927272727,0.851851852,0.907407407,0.981481481,0.927272727,0,-9,0.916666667,0.916666667,0.759259259,0.654545455,-12,25,0.345454545,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Mechanical Engineering Bridge,74,0.643478261,24,-1,-5,0.932432432,0.603174603,0.593220339,0.819444444,0.945205479,0.852941176,0.863013699,0.857142857,0.986486486,-6,-9,0.68,0.739130435,0.397260274,0.337837838,-12,19.945,0.959459459,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Information and Computer Systems,63,0.649484536,25,0.158730159,0.841269841,0.968253968,0.86440678,0.813559322,0.903225806,0.935483871,0.951612903,0.866666667,0.95,0.984126984,-6,-9,0.882352941,0.86,0.935483871,0.80952381,-12,22.305,0.111111111,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Mechanical Engineering Technology,53,0.504761905,24,-1,-5,0.905660377,0.8,0.693877551,0.846153846,0.981132075,0.901960784,0.886792453,0.905660377,0.980769231,0,-9,0.805555556,0.885714286,0.754716981,0.679245283,-12,21.65,0.41509434,,
Diploma,Institution and Program,CAM,Camosun College,05,Engineering and Applied Sciences,Applied Chemistry and Biotechnology,29,0.674418605,25,0.551724138,0.448275862,1,0.777777778,0.740740741,0.928571429,1,0.925925926,0.964285714,0.965517241,1,0,-9,0.7,0.7,0.8,-11,0,18,0.482758621,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,03,Business and Management,Diploma in General Business Studies,26,0.366197183,24,0.423076923,0.576923077,0.88,0.92,0.884615385,0.923076923,0.884615385,0.923076923,0.846153846,0.96,0.961538462,0,1,0.761904762,0.857142857,0.96,-11,-12,19,0.230769231,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,03,Business and Management,Post-baccalaureate Diploma in Human Resources Management,15,0.46875,26,-2,-1,1,0.733333333,1,1,0.8,0.866666667,0.866666667,1,1,0,1,0.733333333,0.866666667,1,1,0,-99,0.133333333,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,05,Engineering and Applied Sciences,Diploma in Horticulture Technology,33,0.458333333,28,0.484848485,0.515151515,0.878787879,0.733333333,0.838709677,0.96875,0.90625,0.935483871,0.96969697,0.903225806,0.96969697,-6,-9,0.964285714,1,1,-11,-12,20,0.09375,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,05,Engineering and Applied Sciences,Diploma in Computer Information Systems,37,0.5,24,0.297297297,0.702702703,0.810810811,0.805555556,0.694444444,0.756756757,0.891891892,0.810810811,0.783783784,0.837837838,0.833333333,-6,-9,0.515151515,0.727272727,1,-11,-12,17,0.081081081,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,05,Engineering and Applied Sciences,Diploma in Brewing and Brewery Operations,19,0.703703704,26,-1,-5,0.947368421,0.583333333,0.666666667,0.894736842,0.944444444,0.947368421,0.647058824,1,1,0,-9,0.875,0.8125,0.947368421,-11,-12,22.125,0.157894737,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,05,Engineering and Applied Sciences,Diploma in Computer Aided Design and Drafting,22,0.5,22.5,-1,-5,0.863636364,0.85,0.85,0.954545455,0.863636364,0.954545455,0.818181818,0.954545455,0.909090909,-6,-9,0.789473684,0.894736842,0.952380952,-11,-12,19.5,0.409090909,,
Diploma,Institution and Program,KPU,Kwantlen Polytechnic University,05,Engineering and Applied Sciences,Diploma of Technology in Environmental Protection,19,0.542857143,27,-2,-1,0.947368421,0.842105263,0.777777778,0.842105263,0.894736842,0.894736842,0.842105263,0.894736842,1,-6,-9,0.666666667,0.714285714,0.894736842,-11,-12,25,0.315789474,,
Diploma,Institution and Program,NIC,North Island College,01,Arts and Sciences,Criminology Diploma,29,0.50877193,23,-2,-1,0.896551724,0.962962963,0.807692308,0.724137931,0.965517241,0.857142857,0.793103448,0.965517241,0.965517241,0,-9,0.315789474,0.526315789,0.724137931,0.655172414,-12,15.95,0.586206897,,
Diploma,Institution and Program,NIC,North Island College,03,Business and Management,Business Administration Diploma Programs,15,0.441176471,26,-2,-1,0.933333333,0.866666667,0.692307692,0.8,0.933333333,0.866666667,0.928571429,0.866666667,0.928571429,0,-9,0.545454545,0.818181818,0.928571429,-11,-12,-99,0.6,,
Diploma,Institution and Program,NIC,North Island College,03,Business and Management,Tourism & Hospitality Management Diploma Programs,15,0.340909091,25,-1,-5,0.6,0.615384615,0.5,0.8,0.666666667,0.6,0.8,0.785714286,0.866666667,0,-99,0.666666667,0.666666667,0.857142857,-11,-12,-99,0.266666667,,
Diploma,Institution and Program,NIC,North Island College,03,Business and Management,Business Administration Post-Degree Diploma Programs,51,0.395348837,27,0.333333333,0.666666667,0.82,0.857142857,0.816326531,0.84,0.843137255,0.875,0.921568627,0.88,0.901960784,-6,-9,0.761904762,0.829268293,0.959183673,-11,-12,15.75,0.078431373,,
Diploma,Institution and Program,NIC,North Island College,04,Health,Practical Nursing Diploma,30,0.588235294,30,-2,-1,0.931034483,0.928571429,0.928571429,0.966666667,0.966666667,0.866666667,0.827586207,0.965517241,0.9,-6,-9,0.964285714,0.964285714,0.966666667,-11,-12,25,0.333333333,,
Diploma,Institution and Program,NIC,North Island College,05,Engineering and Applied Sciences,Interactive Media Diploma Programs,23,0.638888889,24,0.47826087,0.52173913,0.956521739,0.842105263,0.8125,0.913043478,0.956521739,0.909090909,1,1,1,-6,-9,0.631578947,0.631578947,0.952380952,-11,-12,18.25,0.347826087,,
Diploma,Institution and Program,NIC,North Island College,07,Human and Social Services,Human and Social Services Diplomas,32,0.64,36,-2,-1,0.774193548,0.774193548,0.838709677,0.90625,0.90625,0.8125,0.793103448,0.870967742,0.9,-6,-9,0.791666667,0.833333333,0.9,-11,-12,19,0.375,,
Diploma,Institution and Program,NIC,North Island College,07,Human and Social Services,Early Childhood Care & Education Diploma,14,0.777777778,34.5,1,0,1,0.923076923,1,1,1,1,0.923076923,1,1,-6,1,0.916666667,0.916666667,0.928571429,-11,0,-99,0.142857143,,
Diploma,Institution and Program,NIC,North Island College,08,Visual and Performing Arts,Fine Arts Diploma,19,0.527777778,22,-2,-1,0.947368421,0.888888889,0.888888889,0.842105263,0.894736842,0.894736842,0.947368421,0.947368421,0.947368421,-6,-8,0.230769231,0.692307692,0.833333333,-11,-12,-99,0.736842105,,
Diploma,Institution and Program,NLC,Northern Lights College,03,Business and Management,Business Management - Diploma,53,0.609195402,22,0.226415094,0.773584906,0.784313725,0.884615385,0.811320755,0.865384615,0.843137255,0.788461538,0.865384615,0.867924528,0.867924528,-6,1,0.608695652,0.782608696,0.961538462,-11,-12,15,0.150943396,,
Diploma,Institution and Program,NLC,Northern Lights College,03,Business and Management,Business Management - Post-Degree Diploma,87,0.719008264,26,0.32183908,0.67816092,0.819277108,0.892857143,0.939759036,0.929411765,0.837209302,0.819277108,0.941860465,0.904761905,0.895348837,-6,-9,0.565789474,0.723684211,0.965116279,0.885057471,-12,15,0.047058824,,
Diploma,Institution and Program,NLC,Northern Lights College,07,Human and Social Services,Social Services Worker Diploma,79,0.745283019,26,0.721518987,0.278481013,1,0.987341772,0.974358974,0.987012987,0.974683544,0.987179487,0.974358974,0.961538462,0.987341772,-6,-9,0.691176471,0.926470588,0.936708861,0.860759494,-12,17,0.139240506,,
Diploma,Institution and Program,NLC,Northern Lights College,07,Human and Social Services,Early Childhood Education and Care,50,0.641025641,38.5,-2,-1,1,0.934782609,0.888888889,0.914893617,0.96,0.916666667,1,0.979166667,0.98,-6,-9,0.958333333,0.979166667,0.979591837,-11,0,19,0.22,,
Diploma,Institution and Program,SEL,Selkirk College,01,Arts and Sciences,Digital Arts and New Media II,28,0.474576271,23.5,0.571428571,0.428571429,0.857142857,0.9,0.961538462,0.928571429,0.928571429,0.777777778,0.925925926,0.888888889,0.964285714,-6,-9,0.583333333,0.75,0.928571429,-11,-12,15,0.142857143,,
Diploma,Institution and Program,SEL,Selkirk College,03,Business and Management,Business Administration II,54,0.504672897,23.5,0.574074074,0.425925926,0.924528302,0.921568627,0.923076923,0.830188679,0.87037037,0.886792453,0.888888889,0.925925926,0.925925926,-6,-9,0.787878788,0.848484848,0.722222222,0.611111111,-12,16,0.490566038,,
Diploma,Institution and Program,SEL,Selkirk College,03,Business and Management,Resort and Hotel Management II,29,0.591836735,22,-2,-1,1,0.892857143,0.965517241,0.965517241,0.965517241,0.862068966,0.931034483,0.931034483,1,0,-9,0.821428571,0.851851852,1,-11,-12,13.035,0.068965517,,
Diploma,Institution and Program,TRU,Thompson Rivers University,04,Health,Anaesthesia Assistant,24,0.666666667,36,-2,-1,0.833333333,0.571428571,0.5,0.523809524,0.826086957,0.681818182,0.909090909,0.85,0.65,0,-9,0.958333333,0.833333333,1,1,0,37,0.041666667,,
Diploma,Institution and Program,TRU,Thompson Rivers University,04,Health,Animal Health Technology,65,0.656565657,26,1,0,1,0.764705882,0.842105263,0.920634921,0.953846154,0.920634921,0.9375,1,0.984615385,0,-9,0.967741935,1,0.984615385,-11,-12,18,0.0625,,
