CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,8,Visual and Performing Arts,"Bachelor of Media Arts - Major: Film,Video+Integrated Media",12,0.324324324,27,-1,-5,0.583333333,0.833333333,1,0.666666667,1,0.666666667,0.75,0.833333333,0.583333333,0.5,-9,0.583333333,0.75,1,1,0,-99,0.166666667,,
Bachelor's Degree,Institution and Program,ECU,Emily Carr University of Art and Design,10,Social Sciences,Bachelor of Media Arts - Major: Animation,70,0.583333333,25,0.6,0.4,0.76119403,0.791044776,0.898550725,0.661764706,1,0.769230769,0.867647059,0.742424242,0.826086957,-6,-9,0.8,0.714285714,0.910447761,0.75,0.163934426,38000,0.217391304,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,2,Business and Management,Bachelor of Business Administration - Accounting,214,0.496519722,28,0.476635514,0.523364486,0.981042654,0.923444976,0.962441315,0.948113208,0.971962617,0.933649289,0.925233645,0.953051643,0.995305164,-3,-4,0.950980392,0.946341463,0.985915493,-4,-3,50000,0.663507109,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,2,Business and Management,Bachelor of Business Administration - Marketing Management,63,0.484615385,28,0.507936508,0.492063492,0.919354839,0.873015873,0.887096774,0.936507937,0.936507937,0.888888889,0.936507937,0.888888889,0.936507937,-6,-9,0.627118644,0.881355932,0.984126984,-11,-12,60000,0.253968254,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,2,Business and Management,Bachelor of Business Administration - Entrepreneurial Leadership,63,0.543103448,28,0.238095238,0.761904762,0.984126984,0.919354839,0.935483871,0.952380952,0.984126984,0.904761905,0.936507937,0.920634921,1,0.305084746,1,0.933333333,0.95,0.984126984,-11,-12,70000,0.222222222,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,2,Business and Management,Bachelor of Business Administration - Human Resources Management,118,0.446969697,27,0.737288136,0.262711864,0.982758621,0.906779661,0.906779661,0.923076923,0.931034483,0.905172414,0.913043478,0.915254237,0.982905983,-3,-4,0.79047619,0.914285714,0.974358974,0.905982906,-3,55000,0.153846154,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,4,Engineering and Applied Sciences,Bachelor of Technology,18,0.5,29,-1,-5,0.777777778,0.6875,0.777777778,0.833333333,0.777777778,0.666666667,0.941176471,0.611111111,0.705882353,-6,1,0.875,0.875,1,-11,-12,52000,0.333333333,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,4,Engineering and Applied Sciences,Bachelor of Technology - Information Technology,10,0.357142857,28.5,-1,-5,0.7,0.777777778,0.9,0.9,1,0.9,0.888888889,0.777777778,0.6,-99,-99,0.888888889,0.888888889,1,-11,-12,-99,0.3,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,5,Health,Bachelor of Science - Nursing,124,0.527659574,28,0.919354839,0.080645161,0.786885246,0.669565217,0.778688525,0.868852459,0.821138211,0.74796748,0.861788618,0.801724138,0.818181818,0,0.854545455,0.991596639,0.890756303,0.983739837,-4,-3,65000,0.520325203,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,5,Health,Bachelor of Psychiatric Nursing,40,0.430107527,28,-2,-1,0.775,0.676470588,0.72972973,0.974358974,0.815789474,0.743589744,0.820512821,0.694444444,0.5,0,-9,0.921052632,0.897435897,0.975,-11,0,70000,0.35,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,8,Visual and Performing Arts,Bachelor of Music,11,0.47826087,29,-1,-5,1,0.909090909,1,1,0.818181818,0.909090909,1,0.909090909,1,-99,-99,0.888888889,0.888888889,1,-11,-12,-99,0.727272727,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,8,Visual and Performing Arts,Bachelor of Design,98,0.553672316,26,-2,-1,0.928571429,0.715909091,0.885416667,0.896907216,0.948453608,0.886597938,0.907216495,0.758241758,0.918367347,0.119565217,-9,0.903225806,0.923913043,0.989690722,-11,-12,50000,0.132653061,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,8,Visual and Performing Arts,Bachelor of Fine Arts,11,0.647058824,28,1,0,0.727272727,1,0.9,0.818181818,0.909090909,0.666666667,0.9,0.8,0.818181818,-6,-9,0.7,0.7,0.909090909,-11,0,-99,0.363636364,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,8,Visual and Performing Arts,Bachelor of Interior Design,11,0.611111111,28,-2,-1,1,0.818181818,0.909090909,0.909090909,1,0.909090909,1,0.8,0.818181818,-6,-9,0.909090909,0.909090909,1,1,0,-99,0.272727273,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Journalism,24,0.436363636,25.5,-2,-1,0.958333333,1,0.916666667,0.791666667,0.958333333,0.739130435,1,1,0.958333333,0,-9,0.526315789,0.684210526,0.956521739,-11,-12,40000,0.333333333,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Arts - History,43,0.551282051,27,0.511627907,0.488372093,1,0.975609756,0.953488372,0.857142857,0.953488372,0.8,0.906976744,0.953488372,0.976744186,-6,-9,0.411764706,0.764705882,0.790697674,-11,0,48000,0.558139535,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Arts - Sociology,26,0.509803922,28,-2,-1,0.961538462,0.961538462,0.961538462,0.807692308,0.96,0.84,0.96,0.88,1,-6,-9,0.583333333,0.833333333,0.961538462,-11,-12,43500,0.346153846,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Arts - Anthropology,29,0.467741935,27,-2,-1,0.931034483,0.965517241,0.965517241,0.931034483,0.965517241,0.896551724,1,0.931034483,0.965517241,0,-9,0.318181818,0.727272727,0.851851852,-11,-12,37440,0.379310345,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Arts or Science - Psychology,51,0.62962963,27,0.764705882,0.235294118,0.921568627,0.88,0.88,0.882352941,0.960784314,0.795918367,0.94,0.94,0.960784314,-6,0.657894737,0.526315789,0.815789474,0.784313725,0.745098039,-12,34000,0.568627451,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,"Bachelor of Arts, Applied Arts, or Science - Psychology",86,0.505882353,27,0.779069767,0.220930233,0.965116279,0.895348837,0.930232558,0.837209302,0.965116279,0.845238095,0.929411765,0.941860465,0.976744186,-6,0.761904762,0.671428571,0.914285714,0.882352941,0.823529412,-12,37700,0.642857143,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,10,Social Sciences,Bachelor of Arts - Criminology / Community Criminal Justice,148,0.491694352,27,0.628378378,0.371621622,0.9375,0.904761905,0.932432432,0.931972789,0.931972789,0.881944444,0.95862069,0.905405405,0.952054795,-3,0.846153846,0.642276423,0.861788618,0.931034483,0.843537415,0.081481481,47500,0.459459459,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,11,Humanities,Bachelor of Arts - English,32,0.603773585,28,0.625,0.375,1,0.9375,0.90625,0.709677419,1,0.8,0.9375,0.96875,1,0,-9,0.653846154,0.884615385,0.875,-11,-12,42000,0.53125,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,11,Humanities,Bachelor of Arts - Double Minor,27,0.613636364,27,-2,-1,0.961538462,0.961538462,0.925925926,0.851851852,0.962962963,0.888888889,0.925925926,0.925925926,0.962962963,-6,-9,0.48,0.8,0.962962963,-11,-12,41285,0.538461538,,
Bachelor's Degree,Institution and Program,KPU,Kwantlen Polytechnic University,11,Humanities,Bachelor of Arts - General Studies,35,0.372340426,28,-2,-1,0.942857143,0.852941176,0.941176471,0.882352941,0.970588235,0.882352941,0.911764706,0.911764706,0.971428571,-6,-9,0.666666667,0.878787879,0.971428571,-11,-12,41800,0.657142857,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,10,Social Sciences,Communication,424,0.38267148,26,0.686320755,0.313679245,0.901913876,0.85645933,0.869047619,0.76372315,0.926540284,0.713253012,0.911270983,0.902147971,0.95952381,0.065934066,0.903954802,0.619178082,0.732782369,0.936018957,0.867298578,0.073417722,45100,0.327830189,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,10,Social Sciences,Political Science,179,0.481182796,26,0.424581006,0.575418994,0.920454545,0.932960894,0.898876404,0.711864407,0.94972067,0.770114943,0.915730337,0.904494382,0.938547486,-3,0.852941176,0.468085106,0.814285714,0.885714286,0.805714286,0.090322581,48000,0.542372881,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,10,Social Sciences,Physical Geography,16,0.615384615,27,-1,-5,0.933333333,0.75,0.785714286,0.75,0.933333333,0.8,1,0.9375,0.875,-6,-9,0.642857143,0.785714286,1,-11,-12,-99,0.5,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,11,Humanities,French,54,0.556701031,26,-2,-1,0.886792453,0.796296296,0.833333333,0.698113208,0.777777778,0.641509434,0.75,0.830188679,0.907407407,0,-9,0.659574468,0.804347826,0.907407407,-11,-12,49250,0.592592593,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,11,Humanities,English,210,0.525,26,0.752380952,0.247619048,0.95631068,0.918660287,0.874396135,0.732673267,0.966183575,0.652173913,0.892156863,0.923444976,0.990384615,0.063953488,0.759036145,0.581395349,0.825581395,0.893719807,0.830917874,0.07027027,40000,0.621359223,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,11,Humanities,Humanities,18,0.545454545,26.5,-2,-1,0.944444444,1,0.944444444,0.764705882,1,0.769230769,1,0.944444444,1,-6,-9,0.214285714,0.857142857,0.888888889,-11,-12,-99,0.666666667,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,11,Humanities,Philosophy,30,0.422535211,27,0.366666667,0.633333333,0.931034483,0.9,0.833333333,0.518518519,1,0.892857143,0.966666667,0.966666667,0.896551724,-6,-9,0.260869565,0.826086957,0.827586207,-11,-12,39500,0.533333333,,
Bachelor's Degree,Institution and Program,NIC,North Island College,2,Business and Management,Bachelor of Business Administration,31,0.704545455,29,0.580645161,0.419354839,1,0.903225806,0.838709677,0.903225806,0.903225806,0.903225806,0.903225806,0.9,0.935483871,-6,-9,0.9,0.933333333,0.967741935,-11,0,45000,0.516129032,,
Bachelor's Degree,Institution and Program,NIC,North Island College,5,Health,Baccalaureate of Science Major: Nursing,55,0.6875,32,-2,-1,0.963636364,0.882352941,0.854545455,0.890909091,0.909090909,0.854545455,0.830188679,0.961538462,1,-6,-9,0.962962963,0.981481481,1,-11,-12,65000,0.509090909,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,2,Business and Management,Global Tourism Management,16,0.592592593,27,-2,-1,1,0.875,0.9375,0.5,0.9375,0.75,0.8125,0.6875,1,-6,1,0.642857143,0.785714286,0.875,-11,0,41250,0.0625,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,2,Business and Management,Entrepreneurial Management,139,0.53256705,35,0.45323741,0.54676259,0.927007299,0.927007299,0.920863309,0.913669065,0.942446043,0.877697842,0.927536232,0.866666667,0.927536232,0.16,-4,0.832,0.928,0.942446043,0.899280576,-3,73000,0.352517986,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,2,Business and Management,International Hotel Management,27,0.329268293,26,0.444444444,0.555555556,0.888888889,0.884615385,1,0.851851852,0.888888889,0.851851852,0.888888889,0.925925926,0.888888889,0,-9,0.782608696,0.826086957,0.962962963,-11,-12,48000,0.296296296,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,4,Engineering and Applied Sciences,Environmental Science,39,0.573529412,30,0.615384615,0.384615385,0.921052632,0.948717949,1,0.923076923,1,0.947368421,0.871794872,0.897435897,1,-6,-9,0.774193548,0.838709677,0.846153846,-11,-12,45000,0.333333333,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,4,Engineering and Applied Sciences,Environmental Practice,12,0.48,31.5,0.5,0.5,0.916666667,0.909090909,0.727272727,0.75,1,0.818181818,1,0.916666667,1,-6,1,0.583333333,0.666666667,1,1,0,57000,0.166666667,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,4,Engineering and Applied Sciences,Environmental Management,34,0.653846154,34.5,0.558823529,0.441176471,0.818181818,0.757575758,0.823529412,0.941176471,0.882352941,0.882352941,0.882352941,0.9,0.852941176,-6,-9,0.65625,0.71875,0.970588235,-11,-12,67936,0.088235294,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,6,Human and Social Services,Justice Studies,139,0.558232932,29,0.669064748,0.330935252,0.97826087,0.897058824,0.905797101,0.920289855,0.935251799,0.884057971,0.948905109,0.919117647,0.971014493,-3,0.857142857,0.647540984,0.819672131,0.90647482,0.877697842,-3,52000,0.35971223,,
Bachelor's Degree,Institution and Program,RRU,Royal Roads University,10,Social Sciences,Professional Communication,116,0.475409836,30,0.75862069,0.24137931,0.8,0.853448276,0.844827586,0.844827586,0.895652174,0.709090909,0.793103448,0.783783784,0.849557522,-3,-4,0.695238095,0.838095238,0.956896552,0.905172414,-3,53000,0.284482759,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,2,Business and Management,Labour Studies,11,0.224489796,27,-1,-5,1,0.636363636,0.909090909,0.818181818,1,0.818181818,0.909090909,1,1,-99,1,0.2,0.6,1,-11,-12,-99,0.272727273,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,2,Business and Management,Actuarial Science,24,0.48,27,0.541666667,0.458333333,0.958333333,0.791666667,0.833333333,0.75,1,1,1,1,0.958333333,0,-9,0.869565217,0.913043478,0.958333333,-11,0,66000,0.416666667,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,2,Business and Management,Business Administration,846,0.366869037,26,0.489361702,0.510638298,0.931572629,0.876337693,0.823599523,0.842042755,0.864123957,0.802631579,0.872770511,0.866028708,0.941666667,0.061518325,0.946524064,0.806282723,0.874673629,0.94398093,0.913095238,0.031565657,52000,0.412395709,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,3,Education,Education,543,0.426886792,30,0.788213628,0.211786372,0.910614525,0.695945946,0.834677419,0.898496241,0.859315589,0.77245509,0.853174603,0.748373102,0.9,-3,0.850894632,0.977186312,0.932950192,0.979667283,0.972273567,-3,50000,0.325925926,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,3,Education,Professional Linking Program,18,0.529411765,47.5,-2,-1,0.944444444,0.785714286,0.722222222,0.944444444,0.888888889,0.777777778,0.833333333,0.8,0.944444444,0,-9,0.882352941,0.882352941,0.944444444,-11,0,50000,0.722222222,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,3,Education,Professional Development Program,43,0.434343434,30,0.627906977,0.372093023,0.76744186,0.542857143,0.710526316,0.80952381,0.714285714,0.666666667,0.714285714,0.583333333,0.813953488,0,-9,0.948717949,0.846153846,0.930232558,-11,-12,45500,0.302325581,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Interactive Arts,181,0.425882353,26,0.475138122,0.524861878,0.843575419,0.782122905,0.865921788,0.894444444,0.888888889,0.783333333,0.834254144,0.774011299,0.84180791,0.141935484,0.931972789,0.820512821,0.852564103,0.955801105,0.861878453,0.098265896,48000,0.193370166,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Software Systems,28,0.474576271,27,-1,-5,0.928571429,0.703703704,0.555555556,0.75,0.821428571,0.821428571,0.814814815,0.576923077,0.964285714,-6,-9,1,1,1,1,0,80000,0,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Computing Science,252,0.468401487,27,0.130952381,0.869047619,0.936,0.730612245,0.615062762,0.722891566,0.92,0.844,0.892,0.835443038,0.912350598,-3,-4,0.913043478,0.913793103,0.972111554,0.924302789,0.049180328,70000,0.148,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Engineering Science,165,0.485294118,27,0.193939394,0.806060606,0.841463415,0.737804878,0.708074534,0.859756098,0.932926829,0.842424242,0.93902439,0.839506173,0.823170732,-3,-4,0.700680272,0.782312925,0.956521739,0.919254658,-3,67200,0.170731707,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Environmental Science,45,0.535714286,26,0.555555556,0.444444444,0.822222222,0.840909091,0.777777778,0.888888889,0.931818182,0.833333333,0.933333333,0.933333333,0.911111111,-6,-9,0.617647059,0.852941176,0.886363636,0.772727273,-12,44500,0.613636364,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Environmental Geography,44,0.523809524,27,0.636363636,0.363636364,0.930232558,0.840909091,0.818181818,0.76744186,1,0.659090909,0.863636364,0.88372093,0.954545455,-6,-9,0.461538462,0.710526316,0.906976744,-11,0,48000,0.522727273,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,4,Engineering and Applied Sciences,Mechatronic Systems Engineering,116,0.560386473,27,0.094827586,0.905172414,0.886956522,0.771929825,0.72173913,0.887931034,0.948275862,0.844827586,0.862068966,0.8,0.852173913,-6,-9,0.711340206,0.886597938,0.956521739,0.852173913,0.109090909,60320,0.208695652,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,5,Health,Health Sciences,379,0.481575604,26,0.754617414,0.245382586,0.881401617,0.851752022,0.810298103,0.807486631,0.870026525,0.67867036,0.892473118,0.917333333,0.936170213,0.047445255,0.772727273,0.498181818,0.708029197,0.811671088,0.727513228,0.10130719,41600,0.624,,
Bachelor's Degree,Institution and Program,SFU,Simon Fraser University,6,Human and Social Services,Kinesiology,149,0.496666667,26,0.503355705,0.496644295,0.925675676,0.73381295,0.684931507,0.795918367,0.871621622,0.729166667,0.885135135,0.831081081,0.918918919,0.13,0.75257732,0.617647059,0.801980198,0.795918367,0.695945946,0.11965812,40000,0.684563758,,
